,tether_open,time,tether_close,btc_open,btc_close,tether_peg,tether_change,btc_change,btc change/tether change,btc_direction,tether_direction,btc_direction_limit,tether_direction_limit,btc_direction_limit_3,tether_peg_factor
19,0.0,2018-11-12,0.0,6408.18,6375.08,-1.0,,-0.5178647700195468,,-1,-1,0,0,0,-1.0
20,0.0,2018-11-13,0.0,6375.08,6339.17,-1.0,,-0.5648779912303101,,-1,-1,0,0,0,-1.0
21,0.0,2018-11-14,0.0,6339.17,5741.47,-1.0,,-9.895171116762024,,-1,-1,-1,0,-1,-1.0
22,0.0,2018-11-15,0.0,5740.51,5647.5,-1.0,,-1.6334723977235746,,-1,-1,-1,0,0,-1.0
23,0.0,2018-11-16,0.0,5647.5,5586.27,-1.0,,-1.090105992912434,,-1,-1,-1,0,0,-1.0
24,0.0,2018-11-17,0.0,5586.97,5568.94,-1.0,,-0.3232367417808257,,-1,-1,0,0,0,-1.0
25,0.0,2018-11-18,0.0,5567.95,5615.26,-1.0,,0.8460898078458762,,1,-1,0,0,0,-1.0
26,0.0,2018-11-19,0.0,5615.26,4809.62,-1.0,,-15.456101173346845,,-1,-1,-1,0,-1,-1.0
27,0.0,2018-11-20,0.0,4809.62,4441.81,-1.0,,-7.951419402189703,,-1,-1,-1,0,-1,-1.0
28,0.0,2018-11-21,0.0,4441.81,4593.04,-1.0,,3.347703614337804,,1,-1,1,0,1,-1.0
29,0.0,2018-11-22,0.0,4593.04,4320.68,-1.0,,-6.111028840932846,,-1,-1,-1,0,-1,-1.0
30,0.0,2018-11-23,0.0,4320.68,4343.42,-1.0,,0.5249246892348837,,1,-1,0,0,0,-1.0
31,0.0,2018-11-24,0.0,4343.42,3854.11,-1.0,,-11.937986198281674,,-1,-1,-1,0,-1,-1.0
32,0.0,2018-11-25,0.0,3854.11,4004.15,-1.0,,3.8186570563967077,,1,-1,1,0,1,-1.0
33,0.0,2018-11-26,0.0,4004.46,3784.59,-1.0,,-5.645617886648561,,-1,-1,-1,0,-1,-1.0
34,0.0,2018-11-27,0.0,3784.77,3822.99,-1.0,,1.0047635572100013,,1,-1,1,0,0,-1.0
35,0.0,2018-11-28,0.0,3822.99,4263.55,-1.0,,10.89613110180622,,1,-1,1,0,1,-1.0
36,0.0,2018-11-29,0.0,4263.52,4286.69,-1.0,,0.5419749924270671,,1,-1,0,0,0,-1.0
37,0.0,2018-11-30,0.0,4286.85,4009.67,-1.0,,-6.681837686162398,,-1,-1,-1,0,-1,-1.0
38,0.0,2018-12-01,0.0,4009.67,4197.46,-1.0,,4.576264784400879,,1,-1,1,0,1,-1.0
39,0.0,2018-12-02,0.0,4197.7,4143.86,-1.0,,-1.2908856376984676,,-1,-1,-1,0,0,-1.0
40,0.0,2018-12-03,0.0,4143.86,3871.41,-1.0,,-6.7982737948939915,,-1,-1,-1,0,-1,-1.0
41,0.0,2018-12-04,0.0,3871.41,3948.44,-1.0,,1.9701145162631046,,1,-1,1,0,0,-1.0
42,0.0,2018-12-05,0.0,3948.44,3737.53,-1.0,,-5.488181712913265,,-1,-1,-1,0,-1,-1.0
43,0.0,2018-12-06,0.0,3737.53,3485.18,-1.0,,-6.987681908868011,,-1,-1,-1,0,-1,-1.0
44,0.0,2018-12-07,0.0,3485.18,3420.57,-1.0,,-1.8711942946095552,,-1,-1,-1,0,0,-1.0
45,0.0,2018-12-08,0.0,3420.57,3461.07,-1.0,,1.1770450067135159,,1,-1,1,0,0,-1.0
46,0.0,2018-12-09,0.0,3461.07,3592.84,-1.0,,3.736083959109203,,1,-1,1,0,1,-1.0
47,0.0,2018-12-10,0.0,3592.84,3467.16,-1.0,,-3.5603399433427843,,-1,-1,-1,0,-1,-1.0
48,0.0,2018-12-11,0.0,3467.16,3401.02,-1.0,,-1.9259833027090107,,-1,-1,-1,0,0,-1.0
49,0.0,2018-12-12,0.0,3401.02,3485.59,-1.0,,2.4560705484991936,,1,-1,1,0,0,-1.0
50,0.0,2018-12-13,0.0,3485.59,3305.11,-1.0,,-5.3155050289366335,,-1,-1,-1,0,-1,-1.0
51,0.0,2018-12-14,0.0,3305.11,3235.48,-1.0,,-2.1291657174658587,,-1,-1,-1,0,0,-1.0
52,0.0,2018-12-15,0.0,3235.48,3232.51,-1.0,,-0.09183687668038447,,-1,-1,0,0,0,-1.0
53,0.0,2018-12-16,0.0,3232.51,3255.37,-1.0,,0.7046986072491992,,1,-1,0,0,0,-1.0
54,0.0,2018-12-17,0.0,3255.37,3548.19,-1.0,,8.607846480372046,,1,-1,1,0,1,-1.0
55,0.0,2018-12-18,0.0,3548.19,3715.85,-1.0,,4.616164007907441,,1,-1,1,0,1,-1.0
56,0.0,2018-12-19,0.0,3715.85,3736.54,-1.0,,0.555258111827214,,1,-1,0,0,0,-1.0
57,0.0,2018-12-20,0.0,3736.54,4137.66,-1.0,,10.188209595895453,,1,-1,1,0,1,-1.0
58,0.0,2018-12-21,0.0,4137.66,3898.81,-1.0,,-5.944152096629488,,-1,-1,-1,0,-1,-1.0
59,0.0,2018-12-22,0.0,3898.81,4045.24,-1.0,,3.6865326879866025,,1,-1,1,0,1,-1.0
60,0.0,2018-12-23,0.0,4045.24,4007.63,-1.0,,-0.93407691916049,,-1,-1,0,0,0,-1.0
61,0.0,2018-12-24,0.0,4007.63,4081.95,-1.0,,1.8374254287614367,,1,-1,1,0,0,-1.0
62,0.0,2018-12-25,0.0,4081.95,3834.73,-1.0,,-6.245547375920204,,-1,-1,-1,0,-1,-1.0
63,0.0,2018-12-26,0.0,3834.73,3848.78,-1.0,,0.36571827198767703,,1,-1,0,0,0,-1.0
64,0.0,2018-12-27,0.0,3848.78,3646.09,-1.0,,-5.408766262790416,,-1,-1,-1,0,-1,-1.0
65,0.0,2018-12-28,0.0,3646.09,3947.86,-1.0,,7.947642531225514,,1,-1,1,0,1,-1.0
66,0.0,2018-12-29,0.0,3947.86,3797.06,-1.0,,-3.8941654658795746,,-1,-1,-1,0,-1,-1.0
67,0.0,2018-12-30,0.0,3797.06,3896.21,-1.0,,2.5775775450491167,,1,-1,1,0,0,-1.0
68,0.0,2018-12-31,0.0,3896.21,3747.39,-1.0,,-3.893976660212469,,-1,-1,-1,0,-1,-1.0
69,0.0,2019-01-01,0.0,3747.39,3880.15,-1.0,,3.481069912448843,,1,-1,1,0,1,-1.0
70,0.0,2019-01-02,0.0,3880.15,3961.01,-1.0,,2.0624499436307926,,1,-1,1,0,0,-1.0
71,0.0,2019-01-03,0.0,3961.01,3835.86,-1.0,,-3.2102625797275084,,-1,-1,-1,0,-1,-1.0
72,0.0,2019-01-04,0.0,3835.86,3874.06,-1.0,,0.9909311640068851,,1,-1,0,0,0,-1.0
73,0.0,2019-01-05,0.0,3874.06,3855.39,-1.0,,-0.48308741242908804,,-1,-1,0,0,0,-1.0
74,0.0,2019-01-06,0.0,3855.39,4102.85,-1.0,,6.218962986791062,,1,-1,1,0,1,-1.0
75,0.0,2019-01-07,0.0,4102.85,4050.4,-1.0,,-1.2866035016711195,,-1,-1,-1,0,0,-1.0
76,0.0,2019-01-08,0.0,4050.4,4040.75,-1.0,,-0.2385322234787414,,-1,-1,0,0,0,-1.0
77,0.0,2019-01-09,0.0,4040.75,4048.34,-1.0,,0.18766016943809863,,1,-1,0,0,0,-1.0
78,0.0,2019-01-10,0.0,4048.34,3668.15,-1.0,,-9.85396209934828,,-1,-1,-1,0,-1,-1.0
79,0.0,2019-01-11,0.0,3668.15,3669.2,-1.0,,0.02862068730535485,,1,-1,0,0,0,-1.0
80,0.0,2019-01-12,0.0,3669.2,3664.38,-1.0,,-0.13145012395036829,,-1,-1,0,0,0,-1.0
81,0.0,2019-01-13,0.0,3664.38,3551.24,-1.0,,-3.1359744554175615,,-1,-1,-1,0,-1,-1.0
82,0.0,2019-01-14,0.0,3551.24,3703.9,-1.0,,4.2083267862508595,,1,-1,1,0,1,-1.0
83,0.0,2019-01-15,0.0,3703.9,3621.24,-1.0,,-2.256885192637965,,-1,-1,-1,0,0,-1.0
84,0.0,2019-01-16,0.0,3621.24,3643.99,-1.0,,0.626270606711694,,1,-1,0,0,0,-1.0
85,0.0,2019-01-17,0.0,3643.99,3685.3,-1.0,,1.1272578926471841,,1,-1,1,0,0,-1.0
86,0.0,2019-01-18,0.0,3685.3,3648.05,-1.0,,-1.015906782030041,,-1,-1,-1,0,0,-1.0
87,0.0,2019-01-19,0.0,3648.05,3729.78,-1.0,,2.2155566067529344,,1,-1,1,0,0,-1.0
88,0.0,2019-01-20,0.0,3729.78,3567.73,-1.0,,-4.441240916422181,,-1,-1,-1,0,-1,-1.0
89,0.0,2019-01-21,0.0,3567.73,3571.92,-1.0,,0.1173727003424553,,1,-1,0,0,0,-1.0
90,0.0,2019-01-22,0.0,3571.92,3602.04,-1.0,,0.8397035946673773,,1,-1,0,0,0,-1.0
91,0.0,2019-01-23,0.0,3602.04,3572.05,-1.0,,-0.8360642255672784,,-1,-1,0,0,0,-1.0
92,0.0,2019-01-24,0.0,3572.05,3598.52,-1.0,,0.7382955608828811,,1,-1,0,0,0,-1.0
93,0.0,2019-01-25,0.0,3598.52,3582.89,-1.0,,-0.43529056271679545,,-1,-1,0,0,0,-1.0
94,0.0,2019-01-26,0.0,3582.89,3596.5,-1.0,,0.37914084622788646,,1,-1,0,0,0,-1.0
95,0.0,2019-01-27,0.0,3596.5,3565.08,-1.0,,-0.8774600018431709,,-1,-1,0,0,0,-1.0
96,0.0,2019-01-28,0.0,3565.08,3453.42,-1.0,,-3.181876469331049,,-1,-1,-1,0,-1,-1.0
97,0.0,2019-01-29,0.0,3453.42,3418.25,-1.0,,-1.0236230785238543,,-1,-1,-1,0,0,-1.0
98,0.0,2019-01-30,0.0,3418.25,3467.21,-1.0,,1.4221272071873203,,1,-1,1,0,0,-1.0
99,0.0,2019-01-31,0.0,3467.21,3434.13,-1.0,,-0.9586544062457415,,-1,-1,0,0,0,-1.0
100,0.0,2019-02-01,0.0,3434.13,3461.63,-1.0,,0.7975915635114911,,1,-1,0,0,0,-1.0
101,0.0,2019-02-02,0.0,3461.63,3508.68,-1.0,,1.3500116924498258,,1,-1,1,0,0,-1.0
102,0.0,2019-02-03,0.0,3508.68,3449.62,-1.0,,-1.6975410660649857,,-1,-1,-1,0,0,-1.0
103,0.0,2019-02-04,0.0,3449.62,3431.24,-1.0,,-0.5342355461381313,,-1,-1,0,0,0,-1.0
104,0.0,2019-02-05,0.0,3431.24,3447.66,-1.0,,0.47740191018913125,,1,-1,0,0,0,-1.0
105,0.0,2019-02-06,0.0,3447.66,3394.89,-1.0,,-1.5424074358243633,,-1,-1,-1,0,0,-1.0
106,0.0,2019-02-07,0.0,3394.89,3375.33,-1.0,,-0.5778246497159604,,-1,-1,0,0,0,-1.0
107,0.0,2019-02-08,0.0,3375.33,3660.03,-1.0,,8.093402469809655,,1,-1,1,0,1,-1.0
108,0.0,2019-02-09,0.0,3660.03,3652.26,-1.0,,-0.21251892362037011,,-1,-1,0,0,0,-1.0
109,0.0,2019-02-10,0.0,3652.26,3685.14,-1.0,,0.8962302723035314,,1,-1,0,0,0,-1.0
110,0.0,2019-02-11,0.0,3685.14,3611.34,-1.0,,-2.022893230708499,,-1,-1,-1,0,0,-1.0
111,0.0,2019-02-12,0.0,3611.34,3617.41,-1.0,,0.16794051530346765,,1,-1,0,0,0,-1.0
112,0.0,2019-02-13,0.0,3617.41,3605.87,-1.0,,-0.31952243302211636,,-1,-1,0,0,0,-1.0
113,0.0,2019-02-14,0.0,3605.87,3588.72,-1.0,,-0.4767471113711856,,-1,-1,0,0,0,-1.0
114,0.0,2019-02-15,0.0,3588.72,3593.49,-1.0,,0.13282819633511084,,1,-1,0,0,0,-1.0
115,0.0,2019-02-16,0.0,3593.49,3617.24,-1.0,,0.6587405158700992,,1,-1,0,0,0,-1.0
116,0.0,2019-02-17,0.0,3617.24,3670.92,-1.0,,1.4730741366819688,,1,-1,1,0,0,-1.0
117,0.0,2019-02-18,0.0,3670.92,3912.57,-1.0,,6.373055150069431,,1,-1,1,0,1,-1.0
118,0.0,2019-02-19,0.0,3912.57,3924.24,-1.0,,0.2978252630853528,,1,-1,0,0,0,-1.0
119,0.0,2019-02-20,0.0,3924.24,3974.05,-1.0,,1.261285670695819,,1,-1,1,0,0,-1.0
120,0.0,2019-02-21,0.0,3974.05,3937.04,-1.0,,-0.9356485642307246,,-1,-1,0,0,0,-1.0
121,0.0,2019-02-22,0.0,3937.04,3983.53,-1.0,,1.1739054133730336,,1,-1,1,0,0,-1.0
122,0.0,2019-02-23,0.0,3983.53,4149.09,-1.0,,4.071504631963621,,1,-1,1,0,1,-1.0
123,0.0,2019-02-24,0.0,4149.09,3771.62,-1.0,,-9.531216267228576,,-1,-1,-1,0,-1,-1.0
124,0.0,2019-02-25,0.0,3771.62,3845.51,-1.0,,1.940100799119887,,1,-1,1,0,0,-1.0
125,0.0,2019-02-26,0.0,3845.51,3817.88,-1.0,,-0.7210907966317807,,-1,-1,0,0,0,-1.0
126,0.0,2019-02-27,0.0,3817.88,3830.72,-1.0,,0.3357477185367176,,1,-1,0,0,0,-1.0
127,0.0,2019-02-28,0.0,3830.72,3823.37,-1.0,,-0.19205418279638492,,-1,-1,0,0,0,-1.0
128,0.0,2019-03-01,0.0,3823.37,3831.48,-1.0,,0.2118918071549443,,1,-1,0,0,0,-1.0
129,0.0,2019-03-02,0.0,3831.48,3842.94,-1.0,,0.29865449115372983,,1,-1,0,0,0,-1.0
130,0.0,2019-03-03,0.0,3842.94,3812.31,-1.0,,-0.8002351327520357,,-1,-1,0,0,0,-1.0
131,0.0,2019-03-04,0.0,3812.31,3731.28,-1.0,,-2.148313999037587,,-1,-1,-1,0,0,-1.0
132,0.0,2019-03-05,0.0,3731.28,3874.18,-1.0,,3.7578266140378,,1,-1,1,0,1,-1.0
133,0.0,2019-03-06,0.0,3874.18,3874.98,-1.0,,0.020647399201982716,,1,-1,0,0,0,-1.0
134,0.0,2019-03-07,0.0,3874.98,3882.61,-1.0,,0.19671057635167905,,1,-1,0,0,0,-1.0
135,0.0,2019-03-08,0.0,3882.61,3868.02,-1.0,,-0.3764855244025362,,-1,-1,0,0,0,-1.0
136,0.0,2019-03-09,0.0,3868.02,3947.74,-1.0,,2.039980756829785,,1,-1,1,0,0,-1.0
137,0.0,2019-03-10,0.0,3947.74,3929.84,-1.0,,-0.45445428672256294,,-1,-1,0,0,0,-1.0
138,0.0,2019-03-11,0.0,3929.84,3874.89,-1.0,,-1.4081204602849882,,-1,-1,-1,0,0,-1.0
139,0.0,2019-03-12,0.0,3874.89,3888.57,-1.0,,0.35242018378404194,,1,-1,0,0,0,-1.0
140,0.0,2019-03-13,0.0,3888.57,3878.44,-1.0,,-0.2608468381011511,,-1,-1,0,0,0,-1.0
141,0.0,2019-03-14,0.0,3878.44,3881.44,-1.0,,0.07732078331108212,,1,-1,0,0,0,-1.0
142,0.0,2019-03-15,0.0,3881.44,3927.08,-1.0,,1.1689795249291766,,1,-1,1,0,0,-1.0
143,0.0,2019-03-16,0.0,3927.08,4027.01,-1.0,,2.5126695825669634,,1,-1,1,0,0,-1.0
144,0.0,2019-03-17,0.0,4027.01,3998.0,-1.0,,-0.7229897532838019,,-1,-1,0,0,0,-1.0
145,0.0,2019-03-18,0.0,3998.0,3988.85,-1.0,,-0.22912662689295757,,-1,-1,0,0,0,-1.0
146,0.0,2019-03-19,0.0,3988.85,4024.14,-1.0,,0.8808197689002474,,1,-1,0,0,0,-1.0
147,0.0,2019-03-20,0.0,4024.14,4056.75,-1.0,,0.8070893181320405,,1,-1,0,0,0,-1.0
148,0.0,2019-03-21,0.0,4056.75,3996.93,-1.0,,-1.4855320797449156,,-1,-1,-1,0,0,-1.0
149,0.0,2019-03-22,0.0,3996.93,4000.84,-1.0,,0.09777725540995326,,1,-1,0,0,0,-1.0
150,0.0,2019-03-23,0.0,4000.84,4007.21,-1.0,,0.15908991577225143,,1,-1,0,0,0,-1.0
151,0.0,2019-03-24,0.0,4007.21,3994.11,-1.0,,-0.3274459714147143,,-1,-1,0,0,0,-1.0
152,0.0,2019-03-25,0.0,3994.11,3924.55,-1.0,,-1.7568629035720675,,-1,-1,-1,0,0,-1.0
153,0.0,2019-03-26,0.0,3924.55,3942.22,-1.0,,0.44923138721481926,,1,-1,0,0,0,-1.0
154,0.0,2019-03-27,0.0,3942.22,4045.98,-1.0,,2.5978318019078195,,1,-1,1,0,0,-1.0
155,0.0,2019-03-28,0.0,4045.98,4036.45,-1.0,,-0.23582016794454638,,-1,-1,0,0,0,-1.0
156,0.0,2019-03-29,0.0,4036.45,4111.38,-1.0,,1.8392627239400008,,1,-1,1,0,0,-1.0
157,0.0,2019-03-30,0.0,4111.38,4118.13,-1.0,,0.1640437887553451,,1,-1,0,0,0,-1.0
158,0.0,2019-03-31,0.0,4118.13,4112.69,-1.0,,-0.13218610053434554,,-1,-1,0,0,0,-1.0
159,0.0,2019-04-01,0.0,4112.69,4151.32,-1.0,,0.934897223018852,,1,-1,0,0,0,-1.0
160,0.0,2019-04-02,0.0,4151.32,4906.93,-1.0,,16.68335495266747,,1,-1,1,0,1,-1.0
161,0.0,2019-04-03,0.0,4906.93,4976.59,-1.0,,1.4096192449653535,,1,-1,1,0,0,-1.0
162,0.0,2019-04-04,0.0,4976.59,4913.36,-1.0,,-1.278671782971612,,-1,-1,-1,0,0,-1.0
163,0.0,2019-04-05,0.0,4913.36,5047.23,-1.0,,2.687993381918137,,1,-1,1,0,0,-1.0
164,0.0,2019-04-06,0.0,5047.23,5057.25,-1.0,,0.1983278704099654,,1,-1,0,0,0,-1.0
165,0.0,2019-04-07,0.0,5057.25,5201.16,-1.0,,2.805697959040433,,1,-1,1,0,0,-1.0
166,0.0,2019-04-08,0.0,5201.16,5294.09,-1.0,,1.7708963578761876,,1,-1,1,0,0,-1.0
167,0.0,2019-04-09,0.0,5294.09,5201.3,-1.0,,-1.7682048975788411,,-1,-1,-1,0,0,-1.0
168,0.0,2019-04-10,0.0,5201.3,5318.6,-1.0,,2.2300592210952606,,1,-1,1,0,0,-1.0
169,0.0,2019-04-11,0.0,5318.6,5048.56,-1.0,,-5.2095270064318475,,-1,-1,-1,0,-1,-1.0
170,0.0,2019-04-12,0.0,5048.56,5081.5,-1.0,,0.6503416564166371,,1,-1,0,0,0,-1.0
171,0.0,2019-04-13,0.0,5081.5,5080.66,-1.0,,-0.016531918411049337,,-1,-1,0,0,0,-1.0
172,0.0,2019-04-14,0.0,5080.66,5165.59,-1.0,,1.6577772355739964,,1,-1,1,0,0,-1.0
173,0.0,2019-04-15,0.0,5165.59,5037.27,-1.0,,-2.5153731404723714,,-1,-1,-1,0,0,-1.0
174,0.0,2019-04-16,0.0,5037.27,5212.81,-1.0,,3.425143998876105,,1,-1,1,0,1,-1.0
175,0.0,2019-04-17,0.0,5212.81,5236.26,-1.0,,0.4488437726993851,,1,-1,0,0,0,-1.0
176,0.0,2019-04-18,0.0,5236.26,5289.75,-1.0,,1.0163395246631874,,1,-1,1,0,0,-1.0
177,0.0,2019-04-19,0.0,5289.75,5295.53,-1.0,,0.10920825901628951,,1,-1,0,0,0,-1.0
178,0.0,2019-04-20,0.0,5295.53,5326.18,-1.0,,0.5771198799440118,,1,-1,0,0,0,-1.0
179,0.0,2019-04-21,0.0,5326.18,5305.74,-1.0,,-0.3845025169489708,,-1,-1,0,0,0,-1.0
180,0.0,2019-04-22,0.0,5305.74,5394.67,-1.0,,1.6621792996717004,,1,-1,1,0,0,-1.0
181,0.0,2019-04-23,0.0,5394.67,5539.1,-1.0,,2.6419066799466293,,1,-1,1,0,0,-1.0
182,0.0,2019-04-24,0.0,5539.1,5454.58,-1.0,,-1.5376106999658066,,-1,-1,-1,0,0,-1.0
183,0.0,2019-04-25,0.0,5454.58,5162.67,-1.0,,-5.498787350773503,,-1,-1,-1,0,-1,-1.0
184,1.054,2019-04-26,1.055,5162.67,5234.09,0.05449999999999999,0.09483167377903176,1.373889557900732,14.487665388064814,1,1,1,0,0,1.0
